评论人,时间,内容
infofilm.terbaru,2018-01-30,"MY OPINION Paruh awal film ini berjalan agak lambat dg memperkenalkan tokoh2nya terlebih dulu. Paruh kedua bergerak cepat dg action khas Liam Neeson. Bila ada yg berpikir style film ini mirip dg film2 Liam Neeson sebelumnya, gak perlu heran. Soalnya ini adalah kolaborasi ke-4 Liam Neeson dg sutradara Jaume Collet-Sera setelah film ""Unknown” (2011) ,”Non Stop” (2013) dan “Run All Night” (2015). Liam Neeson yg sdh semakin tua pernah berkata bhw ia tdk akan main film action lagi. Ternyata ia menjilat ludahnya sendiri. Tapi gak bisa dipungkiri, ia masih sangat pantas utk genre action. Skor 7.5 #infofilm #movie #movienews #film #filmterbaru #infofilmterbaru #movienews #newmovie #xxi #premiere #cgvblitz #cgvcinema #21cineplex #boxofficemovie #thecommuter #liamnesson"
sjc_world,2018-01-30,리암니슨통근열차노선도 _ #endingcredit #thecommuter
trblmkrdotnet,2018-01-30,@moviepass is awesome! #movies #moviepass #justiceleague #starwars #mazerunner #jumanji #greatestshowman #mollysgame #thepost #thecommuter #thelastjedi
phuongmossan,2018-01-30,"Chờ con ngủ xong, nhà em mới đc đi xem phim#thecommuter#cgvcinema#jan2018"
star62390,2018-01-30,"초반연출이 넘 좋고, 카메라워킹도 역동적이고 속도감있다. 액션영화일 줄 알았는데 추리+스릴러라 더좋았다😊 한정된 공간인 통근열차라는 설정도 특이했고, 최근에 봤던 영화 오리엔트특급살인도 오버랩됐다. 역할에 딱 맞는 캐스팅이였고 궁지에 몰린 #LiamNeeson 절박함도 와닿아서 좋았지만, 연세 탓에 체력저하는 좀 안쓰러웠다😥 다만, 예산부족 탓인지 후반부 CG가 어색한 걸 보며, 실제촬영을 고집하는 감독들이 다 그럴만한 이유가 있음을 느꼈다. 기대 전혀 안하고 봐서 재밌게 봤다💕 #TheCommuter #커뮤터 #별내메가박스 #일상 #영화리뷰"
djmiguel123,2018-01-30,"What a great movie : "" The Commuter "" . Can't believe that I meet these kids since they were born . Niece & Nephew 😁 movie theater time with the Familia 😎 . #thecommuter #movie #theather #family #dj #niece #nephew #mom"
hellysfang_shop,2018-01-30,#instafood#foodporn#yummy😋#chicken#richicken#pinklava#firechicken#cheese#richcheesefactory#instamovies#thecommuter#thecommutermovie🎥
encorefilmsmal,2018-01-30,"""He just takes you on such a ride."" #PatrickWilson on co-star #LiamNeeson - #TheCommuter is now showing in IMAX and cinemas islandwide."
albertobremont,2018-01-30,#cinemanight #thecommuter
weliketv246,2018-01-30,Don't miss your latest movies #thecommuter #weliketv246 #wegotyoucovered Watch your movies hassle free sit back and relax in the comfort of your home Get your Android tv box now only $180 Get your fire tv sticks now only $175 Send us a dm or contact 282-7061 call or msg via whatsapp
mondo.clinto,2018-01-30,long ride home . . . #thelongridehome #onthetrain #goinghome #thecommuter #afternooncommute #pennline #commuter #marcpennline #marylandrailcommuter #marctrain #commutertrain #dctobaltimore #commuterlife #selfie #selfiemonday #train #highspeedrail #lostinthought #windowseat #cloudyafternoon #overcastday #overcast #cloudy #beforethesnow #winter #january #marylandinjanuary
dj2facenyc,2018-01-30,MOVIE DATE PARTY OF ONE . . pullover & hat @hm jacket @oldnavy pants @asos . . #monday #nyc #timessquare #thecommuter #movienight #fashion #winter #menswear #nightoff #moviepass #bathroompic #menwithglasses
waikoloaluxurycinemas,2018-01-30,We are very excited to offer a 4th movie at our cinema! Here’s our current lineup: Jumanji The Post The Commuter The Shape of Water . . . . . . #waikoloaluxurycinemas #nowplaying #luxurycinema #atthemovies #theshapeofwater #jumanji #thepost #thecommuter #academyawardnominee
thesurprisingadventuresofdanb,2018-01-30,One had Matt Damon shrinking himself and the other had Liam Neeson fighting a man with a guitar. It's not hard to figure out which was better #Downsizing #TheCommuter #2017 #2018 #MattDamon #LiamNeeson #SciFi #Action #Movies #Movie #Films #Film #BluRay #BluRays #Cinema #Art #Cinematography #Photography #4K #UHD #PS4 #Collector #Collection
cesca87ci,2018-01-30,#luomosultreno #thecommuter
booktimetoread,2018-01-30,#shadowofthewind #thecommuter Just finished this wonderful book! How many of you noticed it was the book laying by Liam Neeson’s alarm clock in the opening sequence of the movie “The Commuter”?
damodar_cinemas,2018-01-30,#TheCommuter NOW SHOWING at #DamodarCinemas Visit our website for session details.
helly_valkyria,2018-01-30,"#day66 : stasera ""the commuter"" (tradotto volgarmente in italiano ""L'uomo del treno 😒) al cinema. 😺 #100happydays #hellyvalkyria #positivevibes #positivethoughts #me #valkyria #behappy #smile #picoftheday #firstpost #cinema #movie #thecommuter #trainstory #ticket #skylinecinema"
claralagomadrid,2018-01-30,"#TheCommuter #ElPasajero @thecommuterfilm dir. @jcolletserra cast. Liam Neeson, Vera Farmiga @claralago1 клара лаго... Estreno #cine #Rusia el 8 de marzo / #Пассажир В #кино с 8 марта #Россия #Russia... #cinema #claralago #liamneeson #кларалаго"
cinemaspoprd,2018-01-30,No te pierdas #thecommuter el pasajero hoy en Pop Cinemas horario 10:15 P.M.
cinemaspoprd,2018-01-30,No te pierdas #thecommuter el pasajero hoy en Pop Cinemas horario 10:15 P.M.
nogame5eev,2018-01-30,#TheCommuter #914Love #NoGameEntertainment
explocomic,2018-01-30,Dont miss it guys! Liam Neeson coming back 🔫👊😎 #explocomic #thecommuter #actionmovie #liamneeson #train #thriller
georgelvisbowiebeatle,2018-01-30,I love this movie!❤❤❤ #thecommuter Who has watched it as well?❤❤❤
lightcinema_sheffield,2018-01-30,This week #EarlyMan 🐗 #MazeRunnerTheDeathCure 🏃‍♂️ #12Strong 🐴 #Downsizing 🔍 #TheCommuter 🚂 #ThePost 📝 #Coco 🎉 #Insidious 👹 #DarkestHour 🇬🇧 #ThreeBillboards ✊
veroo.hv,2018-01-30,Una buena tarde de cine en conjunto a @ambar.eyleen_cf @frrraann 🍿🍿🎥 #thecommuter #blackpanter Pd: el fondo es la próxima en la lista
nemc10,2018-01-30,#thecommuter #klagenfurt #frends #gasic
heechan_0521,2018-01-30,"Ok,, let's talk about this awesome movie.! Wait2.. I mean it n it's not bcoz of my fav actor Liam Neeson but the hidden message on this film 🎬🎬 *I becomes his fans since NARNIA 1 bcoz Aslan voice is belongs to him * . I don't want to talk about this movie precisely but the 'thing' or message I got from this film.. As a human,, we may face something that we never expected to happen.. We do choose to live a very smooth journey by doing our routine every single day.. Unfortunately,, things will not happen the way we want but far away from our imagination.. Beyond it.! In just one 'click' our life turn upside down,, who's know.. Human do love money n if we r to desperate to earn money,, we might take any job or order that related to the money.. Human greedy sometimes not working out n most tense happen is we hv to sacrifice something in return.. It's not easy to get money bcoz we need to do something to get it.. Friend can be our closest enemy.. Family comes first. Always remember it.! How money changed ordinary person life into something extraordinary life with no choice but hv to do it.. About life, about family, about friends n about MONEY 💵💵 Money can destroy our whole life.. One word brings a lot of disaster is what we called,, M O N E Y.. . 💖💗 . #TheCommuter #Movie #LiamNeeson #GreatMovie"
movie_0130,2018-01-30,『危機中才會發現真正的英雄』 『a friend in need is a friend indeed』 連恩尼遜一向擅長的救援系列電影，這次角色設定是一位退休警察，身手反應上沒有像【即刻救援】系列般主角威能，多的是演技上的發揮，可以看到不同於以往的連恩尼遜，節奏上不算太緊湊，劇情也算合乎邏輯，是一部中規中矩的犯罪/推理/懸疑片，另外視覺特效表現還不錯，喜歡最強老爹的朋友不要錯過囉！ 🎬評分參考🌕🌕🌕🌕🌕🌕🌕🌑🌑🌑 #疾速救援 #連恩尼遜 #thecommuter #movie
n.larni,2018-01-30,#commuterart platform 2 queen street station #cardiff #thecommuter
hanbyul_k,2018-01-30,"하루종일 방송 2개, 미팅 2개 하고 저녁에 비즈니스 미팅하고 심야엔 마누라랑 데이트~~ 나좀 짱인듯!👍👍👍😎😎😎 . . 리암 니슨 형님 아직 죽지 않음!!!👍👍👍"
spiffonline,2018-01-30,#thecommuter #cinestaristmehralskino 😁
virina.sekar88,2018-01-30,Sekali2 nonton tayangan selain ini talkshow acara favorit. Thx team! Well #thecommuter atmosphere nya mirip2 flightplan(2005) tp efek2 visualnya jauh lebih kekinian. Cocok buat yg suka film thriller dan misterius!
anthonybbmog,2018-01-30,Wooow #birthdayweekend WAS AMAZING! Thanks to all of those who acknowledged and showed love! #36on26 #GodisGood
pkdamazon,2018-01-30,We’re all just passengers here. #TheCommuter #ElectricDreams
pkdamazon,2018-01-30,#ElectricDreams
cinemasclub,2018-01-30,"Socios, ¿cuántos ya vieron #TheCommuter? Dígannos qué les pareció 👍👎"
pkdamazon,2018-01-30,Board the train to a new reality. #TheCommuter #ElectricDreams
pkdamazon,2018-01-30,#ElectricDreams
pkdamazon,2018-01-30,This is the world that you need. #TheCommuter #ElectricDreams
batesdits,2018-01-30,She deserved better 🌙 —— ac : @kuteaudios cc : me [ Norma Bates ]
pkdamazon,2018-01-30,#ElectricDreams
reviewplug,2018-01-30,"‪Our movie of the week is the commuter which is still available to watch at your nearest cinema. The commuter stars Liam Neeson‬ an insurance salesman named Michael, who is on his daily commute home , and ends up being forced to uncover the identity of a hidden passenger on the train before the last stop. He realizes a deadly plan is unfolding, and he is caught up in a criminal conspiracy that carries life and death stakes for everyone on the train. #RPapproved"
pkdamazon,2018-01-30,#ElectricDreams
pkdamazon,2018-01-30,#ElectricDreams
pkdamazon,2018-01-30,#ElectricDreams
pkdamazon,2018-01-30,#ElectricDreams
pkdamazon,2018-01-30,#ElectricDreams
pkdamazon,2018-01-30,1 ticket for Macon Heights. #TheCommuter #ElectricDreams
nhungddao,2018-01-30,"Giả định: Nếu trên một chuyến tàu có người đưa bạn tiền (nhiều đối với bạn), và bảo bạn hãy làm một việc nho nhỏ đối với bạn nhưng có thể nguy hại đối với hành khách khác trên tàu. Bạn có làm không ? Nhớ là rất nhiều tiền. - cái thể loại phim đau tim quá mà 😂 The commuter - phim hành động nhưng nội dung rất sâu sắc và tình tiết kịch tính. Nói chung là hay 👍 #thecommuter #actionfilm #joyit"
mercclub,2018-01-30,"Monday is upon us and with that a freeessh new episode is up for streaming! We go over our current life events, the crazy events that took place in the world of proffessional wrestling (also give our Royal Rumble Predictions), and a brief review of #LiamNeeson 's #thecommuter !! Link in bio. Thanks for listening! #MercClubPodcast #MercClub #popculture #podcast #podcaster #podcasting #art #cosplay #radio #artists #actors #actress #entertainment #movies #films #directors #prowrestling #wrestling #indies #independents #life #wrasslin"
artofvfx,2018-01-30,"Stephane Paris, #VFX Supervisor at @Cinesite, explains his work on #TheCommuter: http://www.artofvfx.com/the-commuter-stephane-paris-vfx-supervisor-cinesite/"
alvinxi,2018-01-29,"#TheCommuter bukan hanya sekedar film aksi biasa, tapi lebih condong ke film thriller whodunit dengan plot twist cerdas, rentetan baku hantam brutal dan sangat mencekam. Sayang filmnya harus diakhiri dengan menyisakan pertanyaan yg belum terjawab sebelumnya. Yang bikin gw salut, Liam Neeson sudah berumur 65thn dan masih sangat badass ! ★★★★ #review"
rouiy_wang,2018-01-29,📽疾速救援🚉 完全就是衝著地表最強老爸而來 65歲依舊身手矯健敏捷一尾活龍 只是看他打鬥還是忍不住捏把冷汗(有種滄桑感 整體劇情中規中矩有點老掉牙 但最後列車上人們不顧危險挺身而出的精神還是讓我感動到小鼻酸🤧 #20180128#Rouiywatchmovie#TheCommuter#LiamNeeson#actionmovie#疾速救援#地表最強老爸#連恩尼遜#寶刀未老#救援系列最佳代言人#只差郵輪救援就能湊齊海陸空三軍了
jasmin_ju57,2018-01-29,#geschwisterliebe #bruderherz #brother #brotherandsister #cinemaxx #thecommuter #liamneeson #kino #kinozeit #filmezeit #kinotag #geschwisterzeit
cho.f1lm,2018-01-29,"★★☆☆☆ ⠀ 리암 니슨 [명사] <인물> 1. 1952년생 영국의 배우 2. ‘소 잃고 외양간 고치기’의 표본 3. 프로 가족 납치러 4. ‘테이큰’ ctrl + c, ctrl + v ⠀ #커뮤터 #thecommuter #영화 #영화추천 #영화리뷰 #영화스타그램 #무비 #무비스타그램 #movie #film #review #초원비디오"
umacartaforadobaralho,2018-01-29,"Eu sei que este filme já estreou há uns 200 séculos atrás, mas a Carta, como fora do baralho que é, só o viu há uns dias. Mas gostei imenso!! Gostavam de saber o porquê, no blog? 😁👍 #thecommuter #opassageiro #moviereview #filme"
harry2838,2018-01-29,"딱 논스톱의 기차버전인데, 초반 중반부는 커뮤터가 좋고 후반은 논스톱이 훨씬 좋습니다. 가끔씩 '이게 갑자기 뭔 소리지' 라고 느껴질 끊김이 보이지만, 논스톱에서 보여줬던 한정된 공간에서의 긴장감을 잘 끌고갑니다. 킬링타임용으로 좋은 영화입니다. 그래도 논스톱쪽이 완성도가 더 좋네요. 커뮤터 보신분들은 논스톱도 한번 보시길. #일상 #영화 #CGV #커뮤터 #THECOMMUTER #리암니슨 #맞팔"
